Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1992-02-18 00:00:00-05:00,0.4102273533009722,0.4102273533009722,0.3574842164934725,0.3692049980163574,3046400,0.0,0.0
1992-02-19 00:00:00-05:00,0.35748428875060806,0.39264661807089335,0.35748428875060806,0.38092583417892456,4284800,0.0,0.0
1992-02-20 00:00:00-05:00,0.42194804420634713,0.4512503494104658,0.4102272652006153,0.4278087913990021,4784000,0.0,0.0
1992-02-21 00:00:00-05:00,0.42780901693920803,0.44538983702659607,0.4160882317542976,0.44538983702659607,1865600,0.0,0.0
1992-02-24 00:00:00-05:00,0.4453897738773107,0.4805521244465721,0.439529739805694,0.45125052332878113,3129600,0.0,0.0
1992-02-25 00:00:00-05:00,0.46297109899579875,0.46297109899579875,0.41022723913192755,0.4102272391319275,3129600,0.0,0.0
1992-02-26 00:00:00-05:00,0.4043672076912377,0.4219480173928397,0.4043672076912377,0.4102272391319275,1657600,0.0,0.0
1992-02-27 00:00:00-05:00,0.42194819779886783,0.42194819779886783,0.40436738058050087,0.41608816385269165,204800,0.0,0.0
1992-02-28 00:00:00-05:00,0.4102274145266771,0.42194819779886783,0.40436738058050087,0.41608816385269165,227200,0.0,0.0
1992-03-02 00:00:00-05:00,0.4219482201108773,0.4219482201108773,0.375065084543002,0.38092583417892456,5177600,0.0,0.0
1992-03-03 00:00:00-05:00,0.3867857688850015,0.4043672978878021,0.3750649880096984,0.4043672978878021,531200,0.0,0.0
1992-03-04 00:00:00-05:00,0.4043672076912377,0.4219480173928397,0.3867856826101031,0.4102272391319275,464000,0.0,0.0
1992-03-05 00:00:00-05:00,0.4043673303817473,0.42194814541760617,0.3985065817832947,0.3985065817832947,454400,0.0,0.0
1992-03-06 00:00:00-05:00,0.39264664466521604,0.4102274640039964,0.375065109946511,0.3867858946323395,1744000,0.0,0.0
1992-03-09 00:00:00-05:00,0.3867856826101031,0.4160879859521499,0.3750649043491909,0.4102272391319275,1078400,0.0,0.0
1992-03-10 00:00:00-05:00,0.39850659205853917,0.45711050265538317,0.39850659205853917,0.439529687166214,1542400,0.0,0.0
1992-03-11 00:00:00-05:00,0.451250513669264,0.451250513669264,0.41608816385269165,0.41608816385269165,1020800,0.0,0.0
1992-03-12 00:00:00-05:00,0.4072973142617049,0.4072973142617049,0.3867857688850015,0.4043672978878021,5561600,0.0,0.0
1992-03-13 00:00:00-05:00,0.39264654856459164,0.4043673303817473,0.39264654856459164,0.3985065817832947,1744000,0.0,0.0
1992-03-16 00:00:00-05:00,0.4102273040095734,0.4102273040095734,0.3926464915275574,0.3926464915275574,835200,0.0,0.0
1992-03-17 00:00:00-05:00,0.3926464915275574,0.4102273040095734,0.3926464915275574,0.3926464915275574,396800,0.0,0.0
1992-03-18 00:00:00-05:00,0.41022736493180345,0.41022736493180345,0.38971581784027526,0.3955765664577484,630400,0.0,0.0
1992-03-19 00:00:00-05:00,0.4278089562826069,0.45125052332878113,0.4043673892364326,0.45125052332878113,3443200,0.0,0.0
1992-03-20 00:00:00-05:00,0.45125045765037025,0.45125045765037025,0.3955765651739432,0.3985065817832947,2876800,0.0,0.0
1992-03-23 00:00:00-05:00,0.4102273306356076,0.4102273306356076,0.39264651701249903,0.4043672978878021,608000,0.0,0.0
1992-03-24 00:00:00-05:00,0.42194814541760617,0.43366892723476186,0.386785799966139,0.3985065817832947,2704000,0.0,0.0
1992-03-25 00:00:00-05:00,0.4043673303817473,0.4043673303817473,0.3809257667474359,0.3985065817832947,960000,0.0,0.0
1992-03-26 00:00:00-05:00,0.3985065817832947,0.3985065817832947,0.3809257667474359,0.3985065817832947,150400,0.0,0.0
1992-03-27 00:00:00-05:00,0.38092579423072803,0.3926465768935227,0.339902697221046,0.35748425126075745,3897600,0.0,0.0
1992-03-30 00:00:00-05:00,0.3516235167590644,0.38092583417892456,0.3516235167590644,0.38092583417892456,3225600,0.0,0.0
1992-03-31 00:00:00-05:00,0.38092585997938755,0.41608821403687296,0.36920509764918175,0.3867858946323395,9430400,0.0,0.0
1992-04-01 00:00:00-05:00,0.3750650329907388,0.38678581527169936,0.3633442507097782,0.36627426743507385,3820800,0.0,0.0
1992-04-02 00:00:00-05:00,0.36334422727425897,0.38092575725158895,0.35162344574928284,0.35162344574928284,3200000,0.0,0.0
1992-04-03 00:00:00-05:00,0.339902697221046,0.35748425126075745,0.339902697221046,0.35748425126075745,6723200,0.0,0.0
1992-04-06 00:00:00-04:00,0.3574842703136501,0.36334428191185,0.3457634870261711,0.36334428191185,3872000,0.0,0.0
1992-04-07 00:00:00-04:00,0.35162350306144124,0.36334428649682265,0.30474036931991577,0.30474036931991577,2460800,0.0,0.0
1992-04-08 00:00:00-04:00,0.30474037319137687,0.310601145029068,0.26371801069193307,0.310601145029068,4124800,0.0,0.0
1992-04-09 00:00:00-04:00,0.32232189178466797,0.32818190286169235,0.2988803272945471,0.32232189178466797,1187200,0.0,0.0
1992-04-10 00:00:00-04:00,0.3281818672462746,0.3281818672462746,0.30474030530011215,0.31646108627319336,3033600,0.0,0.0
1992-04-13 00:00:00-04:00,0.3164611601829529,0.3164611601829529,0.2930195927619934,0.2930195927619934,483200,0.0,0.0
1992-04-14 00:00:00-04:00,0.3164611601829529,0.3164611601829529,0.2930195927619934,0.2930195927619934,534400,0.0,0.0
1992-04-15 00:00:00-04:00,0.3164611601829529,0.3164611601829529,0.2930195927619934,0.2930195927619934,1961600,0.0,0.0
1992-04-16 00:00:00-04:00,0.3164611125123115,0.3164611125123115,0.2578572027878094,0.27543875575065613,2217600,0.0,0.0
1992-04-20 00:00:00-04:00,0.27543878832821117,0.27543878832821117,0.2461364499547265,0.25785723328590393,3571200,0.0,0.0
1992-04-21 00:00:00-04:00,0.2461364536862087,0.26371800899505615,0.24320643665395514,0.26371800899505615,19568000,0.0,0.0
1992-04-22 00:00:00-04:00,0.25785723328590393,0.28129879994825885,0.25199722166585625,0.25785723328590393,3036800,0.0,0.0
1992-04-23 00:00:00-04:00,0.2812987666776102,0.2812987666776102,0.2578572027878094,0.27543875575065613,2550400,0.0,0.0
1992-04-24 00:00:00-04:00,0.2578572027878094,0.27543875575065613,0.2578572027878094,0.27543875575065613,790400,0.0,0.0
1992-04-27 00:00:00-04:00,0.2754387925039232,0.28129880421280995,0.25785723719507575,0.26371800899505615,4931200,0.0,0.0
1992-04-28 00:00:00-04:00,0.28715952865639716,0.28715952865639716,0.2637179655044859,0.27836874127388,2198400,0.0,0.0
1992-04-29 00:00:00-04:00,0.2842287469507423,0.28715950095240167,0.2695779502391815,0.2695779502391815,1875200,0.0,0.0
1992-04-30 00:00:00-04:00,0.26957801901377165,0.3106011410831509,0.26957801901377165,0.30474036931991577,1107200,0.0,0.0
1992-05-01 00:00:00-04:00,0.31060114837326636,0.3164611601829529,0.2930195927619934,0.2930195927619934,1324800,0.0,0.0
1992-05-04 00:00:00-04:00,0.3164611475176817,0.3164611475176817,0.29301958103489045,0.31353113055229187,64000,0.0,0.0
1992-05-05 00:00:00-04:00,0.316461053277765,0.3340426029497325,0.30474027352673666,0.32818183302879333,2246400,0.0,0.0
1992-05-06 00:00:00-04:00,0.33404268767724415,0.35748425312508436,0.33404268767724415,0.33990269899368286,4201600,0.0,0.0
1992-05-07 00:00:00-04:00,0.35162348171760294,0.35162348171760294,0.3223219049533241,0.33990269899368286,643200,0.0,0.0
1992-05-08 00:00:00-04:00,0.33990264821935584,0.33990264821935584,0.2988802948590361,0.31646108627319336,2067200,0.0,0.0
1992-05-11 00:00:00-04:00,0.32232189178466797,0.32232189178466797,0.32232189178466797,0.32232189178466797,44800,0.0,0.0
1992-05-12 00:00:00-04:00,0.3106010903888937,0.3106010903888937,0.28129875653742914,0.29888030886650085,896000,0.0,0.0
1992-05-13 00:00:00-04:00,0.3047403196493785,0.3047403196493785,0.28129875659942627,0.28129875659942627,256000,0.0,0.0
1992-05-14 00:00:00-04:00,0.28129879994825885,0.2842288169360927,0.25785723328590393,0.25785723328590393,1110400,0.0,0.0
1992-05-15 00:00:00-04:00,0.2461363893488179,0.2695779502391815,0.2461363893488179,0.2695779502391815,931200,0.0,0.0
1992-05-18 00:00:00-04:00,0.2695780207039429,0.28129880421280995,0.26078725422732935,0.26371800899505615,3686400,0.0,0.0
1992-05-19 00:00:00-04:00,0.2754387925039232,0.2754387925039232,0.26371800899505615,0.26371800899505615,972800,0.0,0.0
1992-05-20 00:00:00-04:00,0.27543874588242073,0.28422877313573736,0.26371796435744466,0.28129875659942627,2460800,0.0,0.0
1992-05-21 00:00:00-04:00,0.28715957421238814,0.3106011410831509,0.281298802449153,0.30474036931991577,1446400,0.0,0.0
1992-05-22 00:00:00-04:00,0.29301958588453436,0.3106011410831509,0.28715957421238814,0.30474036931991577,278400,0.0,0.0
1992-05-26 00:00:00-04:00,0.28129876140057747,0.2871595323085785,0.2695779796755534,0.2871595323085785,646400,0.0,0.0
1992-05-27 00:00:00-04:00,0.2695779750744502,0.2871595274073968,0.2695779750744502,0.28129875659942627,457600,0.0,0.0
1992-05-28 00:00:00-04:00,0.2695779750744502,0.2871595274073968,0.2695779750744502,0.28129875659942627,1276800,0.0,0.0
1992-05-29 00:00:00-04:00,0.2871595323085785,0.2871595323085785,0.2695779796755534,0.2871595323085785,560000,0.0,0.0
1992-06-01 00:00:00-04:00,0.2695779502391815,0.2695779502391815,0.2695779502391815,0.2695779502391815,3200,0.0,0.0
1992-06-02 00:00:00-04:00,0.2695779750744502,0.28422877313573736,0.2695779750744502,0.28129875659942627,2166400,0.0,0.0
1992-06-03 00:00:00-04:00,0.2695779796755534,0.2871595323085785,0.2695779796755534,0.2871595323085785,76800,0.0,0.0
1992-06-04 00:00:00-04:00,0.2871595323085785,0.2871595323085785,0.2871595323085785,0.2871595323085785,3200,0.0,0.0
1992-06-05 00:00:00-04:00,0.28129875659942627,0.28129875659942627,0.28129875659942627,0.28129875659942627,3200,0.0,0.0
1992-06-08 00:00:00-04:00,0.2695779750744502,0.28129875659942627,0.2695779750744502,0.28129875659942627,2156800,0.0,0.0
1992-06-09 00:00:00-04:00,0.28715950095240167,0.28715950095240167,0.2695779502391815,0.2695779502391815,76800,0.0,0.0
1992-06-10 00:00:00-04:00,0.2812987306843633,0.2812987306843633,0.2695779502391815,0.2695779502391815,118400,0.0,0.0
1992-06-11 00:00:00-04:00,0.26957798473270983,0.27543875575065613,0.2578572027878094,0.27543875575065613,316800,0.0,0.0
1992-06-12 00:00:00-04:00,0.275438786736494,0.275438786736494,0.234415665268898,0.234415665268898,6361600,0.0,0.0
1992-06-15 00:00:00-04:00,0.23441556575113182,0.257857122326245,0.23441556575113182,0.25199711322784424,2012800,0.0,0.0
1992-06-16 00:00:00-04:00,0.25199713776768895,0.2578571474367459,0.24027635833874594,0.24320635199546814,604800,0.0,0.0
1992-06-17 00:00:00-04:00,0.2519972088101265,0.2519972088101265,0.24027642607688907,0.24027642607688904,1196800,0.0,0.0
1992-06-18 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,1094400,0.0,0.0
1992-06-19 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,256000,0.0,0.0
1992-06-22 00:00:00-04:00,0.2402764369461593,0.2402764369461593,0.2226948820054531,0.234415665268898,2060800,0.0,0.0
1992-06-23 00:00:00-04:00,0.24027642607688907,0.24027642607688907,0.22269487193151125,0.24027642607688904,115200,0.0,0.0
1992-06-24 00:00:00-04:00,0.2226948820054531,0.2402764369461593,0.2226948820054531,0.234415665268898,672000,0.0,0.0
1992-06-25 00:00:00-04:00,0.23441556575113182,0.25199711322784424,0.23441556575113182,0.25199711322784424,1609600,0.0,0.0
1992-06-26 00:00:00-04:00,0.25199722166585625,0.25785723328590393,0.24027643833467882,0.25785723328590393,396800,0.0,0.0
1992-06-29 00:00:00-04:00,0.25785722013122353,0.25785722013122353,0.24027642607688907,0.24027642607688904,412800,0.0,0.0
1992-06-30 00:00:00-04:00,0.25785719795052936,0.2930195431256015,0.24027640540848222,0.2871595323085785,1926400,0.0,0.0
1992-07-01 00:00:00-04:00,0.2871595274073968,0.3281818826993307,0.2695779750744502,0.28129875659942627,2486400,0.0,0.0
1992-07-02 00:00:00-04:00,0.2930195381244024,0.2930195381244024,0.2695779750744502,0.28129875659942627,774400,0.0,0.0
1992-07-06 00:00:00-04:00,0.27543875575065613,0.27543875575065613,0.27250800137399556,0.27543875575065613,3392000,0.0,0.0
1992-07-07 00:00:00-04:00,0.27836879196886,0.30474037647247315,0.2754387972418271,0.2930195927619934,2416000,0.0,0.0
1992-07-08 00:00:00-04:00,0.2871595323085785,0.2871595323085785,0.2871595323085785,0.2871595323085785,182400,0.0,0.0
1992-07-09 00:00:00-04:00,0.30474036931991577,0.30474036931991577,0.29301958588453436,0.30474036931991577,156800,0.0,0.0
1992-07-10 00:00:00-04:00,0.2988803576477695,0.30474036931991577,0.2988803576477695,0.30474036931991577,1980800,0.0,0.0
1992-07-13 00:00:00-04:00,0.30474037647247315,0.30474037647247315,0.2930195927619934,0.2930195927619934,112000,0.0,0.0
1992-07-14 00:00:00-04:00,0.30474037647247315,0.30474037647247315,0.2930195927619934,0.2930195927619934,51200,0.0,0.0
1992-07-15 00:00:00-04:00,0.30474031958221487,0.30474031958221487,0.293019538059822,0.29888030886650085,64000,0.0,0.0
1992-07-16 00:00:00-04:00,0.30474037647247315,0.30474037647247315,0.2930195927619934,0.2930195927619934,102400,0.0,0.0
1992-07-17 00:00:00-04:00,0.29301958588453436,0.30474036931991577,0.29301958588453436,0.30474036931991577,83200,0.0,0.0
1992-07-20 00:00:00-04:00,0.29301958588453436,0.30474036931991577,0.29301958588453436,0.30474036931991577,556800,0.0,0.0
1992-07-21 00:00:00-04:00,0.30474036931991577,0.30474036931991577,0.29301958588453436,0.30474036931991577,57600,0.0,0.0
1992-07-22 00:00:00-04:00,0.293019538059822,0.29888030886650085,0.293019538059822,0.29888030886650085,166400,0.0,0.0
1992-07-23 00:00:00-04:00,0.2871595323085785,0.2871595323085785,0.2871595323085785,0.2871595323085785,12800,0.0,0.0
1992-07-24 00:00:00-04:00,0.28715958095230687,0.30474037647247315,0.28715958095230687,0.2930195927619934,188800,0.0,0.0
1992-07-27 00:00:00-04:00,0.3047403196493785,0.3047403196493785,0.28129875659942627,0.28129875659942627,22400,0.0,0.0
1992-07-28 00:00:00-04:00,0.28129875659942627,0.28422877313573736,0.28129875659942627,0.28129875659942627,643200,0.0,0.0
1992-07-29 00:00:00-04:00,0.3047403196493785,0.3047403196493785,0.28129875659942627,0.28129875659942627,38400,0.0,0.0
1992-07-30 00:00:00-04:00,0.28129875659942627,0.3047403196493785,0.28129875659942627,0.28129875659942627,3142400,0.0,0.0
1992-07-31 00:00:00-04:00,0.28129875659942627,0.2930195381244024,0.28129875659942627,0.28129875659942627,134400,0.0,0.0
1992-08-03 00:00:00-04:00,0.3047403470108513,0.3047403470108513,0.2812987818561704,0.29008954763412476,620800,0.0,0.0
1992-08-04 00:00:00-04:00,0.2900895215880913,0.29888030893237294,0.28129875659942627,0.28129875659942627,2240000,0.0,0.0
1992-08-05 00:00:00-04:00,0.28715950095240167,0.2930195111295451,0.2578571697939997,0.2695779502391815,2313600,0.0,0.0
1992-08-06 00:00:00-04:00,0.2637179731788211,0.266647967457524,0.2519971912617844,0.2607872188091278,4748800,0.0,0.0
1992-08-07 00:00:00-04:00,0.2637179731788211,0.2637179731788211,0.25785720217480756,0.2607872188091278,1497600,0.0,0.0
1992-08-10 00:00:00-04:00,0.2637179915433639,0.2637179915433639,0.24027642607688907,0.24027642607688904,2764800,0.0,0.0
1992-08-11 00:00:00-04:00,0.2519972088101265,0.2519972088101265,0.24027642607688907,0.24027642607688904,9344000,0.0,0.0
1992-08-12 00:00:00-04:00,0.25785722013122353,0.25785722013122353,0.24027642607688907,0.24027642607688904,2896000,0.0,0.0
1992-08-13 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,860800,0.0,0.0
1992-08-14 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,163200,0.0,0.0
1992-08-17 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,300800,0.0,0.0
1992-08-18 00:00:00-04:00,0.24027633494028763,0.25199711322784424,0.24027633494028763,0.25199711322784424,2224000,0.0,0.0
1992-08-19 00:00:00-04:00,0.24027642607688907,0.2519972088101265,0.24027642607688907,0.24027642607688904,348800,0.0,0.0
1992-08-20 00:00:00-04:00,0.25199713776768895,0.25199713776768895,0.24027635833874594,0.24320635199546814,3353600,0.0,0.0
1992-08-21 00:00:00-04:00,0.2519971828324685,0.2519971828324685,0.24027640130749245,0.24613641202449799,2649600,0.0,0.0
1992-08-24 00:00:00-04:00,0.25199711322784424,0.25199711322784424,0.24027633494028763,0.25199711322784424,16000,0.0,0.0
1992-08-25 00:00:00-04:00,0.2519972088101265,0.2519972088101265,0.24027642607688907,0.24027642607688904,1254400,0.0,0.0
1992-08-26 00:00:00-04:00,0.2519972202096042,0.2519972202096042,0.2285556536827144,0.234415665268898,1417600,0.0,0.0
1992-08-27 00:00:00-04:00,0.2285556536827144,0.2461364485323429,0.2285556536827144,0.234415665268898,1619200,0.0,0.0
1992-08-28 00:00:00-04:00,0.2461364485323429,0.2461364485323429,0.2285556536827144,0.234415665268898,4230400,0.0,0.0
1992-08-31 00:00:00-04:00,0.2285556536827144,0.2402764369461593,0.2285556536827144,0.234415665268898,3750400,0.0,0.0
1992-09-01 00:00:00-04:00,0.2402764352804869,0.2402764352804869,0.23441566364385433,0.23734568059444427,3494400,0.0,0.0
1992-09-02 00:00:00-04:00,0.24027640130749245,0.24613641202449799,0.237345647035833,0.24613641202449799,4768000,0.0,0.0
1992-09-03 00:00:00-04:00,0.24613641202449799,0.24613641202449799,0.2344156304995219,0.24613641202449799,51200,0.0,0.0
1992-09-04 00:00:00-04:00,0.24027642607688907,0.2461364373979861,0.23441565466474867,0.24027642607688904,1491200,0.0,0.0
1992-09-08 00:00:00-04:00,0.24613636800780292,0.24613636800780292,0.2344155885788599,0.24320635199546814,608000,0.0,0.0
1992-09-09 00:00:00-04:00,0.24613636800780292,0.24613636800780292,0.2344155885788599,0.24320635199546814,1852800,0.0,0.0
1992-09-10 00:00:00-04:00,0.24613636800780292,0.24613636800780292,0.2344155885788599,0.24320635199546814,3068800,0.0,0.0
1992-09-11 00:00:00-04:00,0.24027640130749245,0.24613641202449799,0.2344156304995219,0.24613641202449799,294400,0.0,0.0
1992-09-14 00:00:00-04:00,0.24613641202449799,0.24613641202449799,0.2344156304995219,0.24613641202449799,160000,0.0,0.0
1992-09-15 00:00:00-04:00,0.2344156304995219,0.24613641202449799,0.2344156304995219,0.24613641202449799,105600,0.0,0.0
1992-09-16 00:00:00-04:00,0.23441567143387482,0.24906647205352783,0.23441567143387482,0.24906647205352783,5753600,0.0,0.0
1992-09-17 00:00:00-04:00,0.25785723328590393,0.25785723328590393,0.24027643833467882,0.25785723328590393,121600,0.0,0.0
1992-09-18 00:00:00-04:00,0.24027640130749245,0.24613641202449799,0.24027640130749245,0.24613641202449799,48000,0.0,0.0
1992-09-21 00:00:00-04:00,0.2578571935494741,0.2578571935494741,0.24613641202449799,0.24613641202449799,940800,0.0,0.0
1992-09-22 00:00:00-04:00,0.2578571935494741,0.2578571935494741,0.24613641202449799,0.24613641202449799,1686400,0.0,0.0
1992-09-23 00:00:00-04:00,0.257857122326245,0.257857122326245,0.25199711322784424,0.25199711322784424,457600,0.0,0.0
1992-09-24 00:00:00-04:00,0.2461364499547265,0.26371800499703374,0.2461364499547265,0.25785723328590393,227200,0.0,0.0
1992-09-25 00:00:00-04:00,0.26371800899505615,0.26371800899505615,0.2519972254861891,0.26371800899505615,1334400,0.0,0.0
1992-09-28 00:00:00-04:00,0.26371800899505615,0.26371800899505615,0.2519972254861891,0.26371800899505615,332800,0.0,0.0
1992-09-29 00:00:00-04:00,0.2637178915154008,0.2637178915154008,0.25199711322784424,0.25199711322784424,19200,0.0,0.0
1992-09-30 00:00:00-04:00,0.26371800899505615,0.26371800899505615,0.2519972254861891,0.26371800899505615,841600,0.0,0.0
1992-10-01 00:00:00-04:00,0.25199722166585625,0.26371800499703374,0.25199722166585625,0.25785723328590393,937600,0.0,0.0
1992-10-02 00:00:00-04:00,0.26371800499703374,0.26371800499703374,0.25199722166585625,0.25785723328590393,825600,0.0,0.0
1992-10-05 00:00:00-04:00,0.2461364499547265,0.26371800499703374,0.2461364499547265,0.25785723328590393,153600,0.0,0.0
1992-10-06 00:00:00-04:00,0.26371796435744466,0.26371796435744466,0.24613641202449799,0.24613641202449799,28800,0.0,0.0
1992-10-07 00:00:00-04:00,0.26371800899505615,0.26371800899505615,0.2461364536862087,0.26371800899505615,9472000,0.0,0.0
1992-10-08 00:00:00-04:00,0.2461364536862087,0.26371800899505615,0.2461364536862087,0.26371800899505615,6633600,0.0,0.0
1992-10-09 00:00:00-04:00,0.2519972254861891,0.2695780207039429,0.2519972254861891,0.26371800899505615,1011200,0.0,0.0
1992-10-12 00:00:00-04:00,0.26371800899505615,0.2695780207039429,0.26371800899505615,0.26371800899505615,160000,0.0,0.0
1992-10-13 00:00:00-04:00,0.2637179400620381,0.2754387205072199,0.2637179400620381,0.2695779502391815,6048000,0.0,0.0
1992-10-14 00:00:00-04:00,0.26371800899505615,0.26371800899505615,0.26371800899505615,0.26371800899505615,19200,0.0,0.0
1992-10-15 00:00:00-04:00,0.28129880421280995,0.28129880421280995,0.26371800899505615,0.26371800899505615,115200,0.0,0.0
1992-10-16 00:00:00-04:00,0.26371800899505615,0.28129880421280995,0.26371800899505615,0.26371800899505615,406400,0.0,0.0
1992-10-19 00:00:00-04:00,0.28129875659942627,0.28129875659942627,0.26371796435744466,0.28129875659942627,4793600,0.0,0.0
1992-10-20 00:00:00-04:00,0.26957798473270983,0.2812987666776102,0.26957798473270983,0.27543875575065613,1056000,0.0,0.0
1992-10-21 00:00:00-04:00,0.28715958640339073,0.28715958640339073,0.2754388024704181,0.2842288315296173,1830400,0.0,0.0
1992-10-22 00:00:00-04:00,0.28129880905151367,0.2930195927619934,0.28129880905151367,0.2930195927619934,688000,0.0,0.0
1992-10-23 00:00:00-04:00,0.28715958095230687,0.2930195927619934,0.28129880905151367,0.2930195927619934,1190400,0.0,0.0
1992-10-26 00:00:00-05:00,0.29008956406950065,0.3193911644830714,0.29008956406950065,0.31353113055229187,627200,0.0,0.0
1992-10-27 00:00:00-05:00,0.32232188302680004,0.3399026758711939,0.3164611120180081,0.32525187730789185,1724800,0.0,0.0
1992-10-28 00:00:00-05:00,0.32818183302879333,0.32818183302879333,0.316461053277765,0.32818183302879333,486400,0.0,0.0
1992-10-29 00:00:00-05:00,0.32818183302879333,0.3340426029497325,0.32232182319870417,0.32818183302879333,579200,0.0,0.0
1992-10-30 00:00:00-05:00,0.3340426740297284,0.3340426740297284,0.32232189178466797,0.32232189178466797,486400,0.0,0.0
1992-11-02 00:00:00-05:00,0.3399026851067528,0.3399026851067528,0.32232189178466797,0.32232189178466797,105600,0.0,0.0
1992-11-03 00:00:00-05:00,0.3223219725669625,0.3340427577495575,0.3223219725669625,0.3340427577495575,22400,0.0,0.0
1992-11-04 00:00:00-05:00,0.3340426740297284,0.3340426740297284,0.32232189178466797,0.32232189178466797,150400,0.0,0.0
1992-11-05 00:00:00-05:00,0.32232192861335174,0.3340427121976354,0.30767039024248344,0.310601145029068,822400,0.0,0.0
1992-11-06 00:00:00-05:00,0.32232192451853225,0.32232192451853225,0.2988803576477695,0.30474036931991577,944000,0.0,0.0
1992-11-09 00:00:00-05:00,0.32232189178466797,0.32232189178466797,0.3047403383715715,0.32232189178466797,1222400,0.0,0.0
1992-11-10 00:00:00-05:00,0.30474027352673666,0.32818183302879333,0.30474027352673666,0.32818183302879333,2892800,0.0,0.0
1992-11-11 00:00:00-05:00,0.3281819851126589,0.34576354293215245,0.3223219725669625,0.3340427577495575,3548800,0.0,0.0
1992-11-12 00:00:00-05:00,0.3399026153309411,0.35162339516993907,0.3340426054568699,0.3457633852958679,1113600,0.0,0.0
1992-11-13 00:00:00-05:00,0.3457634704011643,0.3457634704011643,0.33404268767724415,0.33990269899368286,1619200,0.0,0.0
1992-11-16 00:00:00-05:00,0.3457634704011643,0.3457634704011643,0.33990269899368286,0.33990269899368286,2252800,0.0,0.0
1992-11-17 00:00:00-05:00,0.3457634704011643,0.35162348171760294,0.3223219049533241,0.33990269899368286,1212800,0.0,0.0
1992-11-18 00:00:00-05:00,0.33111191957801356,0.3399026851067528,0.3164611206166319,0.32232189178466797,54400,0.0,0.0
1992-11-19 00:00:00-05:00,0.32525188614537115,0.3399026851067528,0.32232189178466797,0.32232189178466797,1558400,0.0,0.0
1992-11-20 00:00:00-05:00,0.33990264821935584,0.33990264821935584,0.31646108627319336,0.31646108627319336,1072000,0.0,0.0
1992-11-23 00:00:00-05:00,0.3340426377782798,0.3340426377782798,0.31646108627319336,0.31646108627319336,1238400,0.0,0.0
1992-11-24 00:00:00-05:00,0.3281819361906785,0.3281819361906785,0.30474036931991577,0.30474036931991577,1033600,0.0,0.0
1992-11-25 00:00:00-05:00,0.32232182319870417,0.3340426029497325,0.3106010434476758,0.32818183302879333,931200,0.0,0.0
