Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,1.5912898795778438,1.5912898795778438,1.5734100341796875,1.5734100341796875,407940,0.0,0.0
1962-01-03 00:00:00-05:00,1.5734099518471167,1.5871635675430298,1.5734099518471167,1.5871635675430298,305955,0.0,0.0
1962-01-04 00:00:00-05:00,1.5871645892514696,1.5871645892514696,1.5706602809514139,1.571347951889038,274575,0.0,0.0
1962-01-05 00:00:00-05:00,1.5692830761706666,1.5692830761706666,1.5376498410720136,1.5404006242752075,384405,0.0,0.0
1962-01-08 00:00:00-05:00,1.539026311115299,1.539026311115299,1.4991410031534058,1.5115190744400024,572685,0.0,0.0
1962-01-09 00:00:00-05:00,1.5183952722424658,1.5486532800907875,1.5183952722424658,1.5293982028961182,517770,0.0,0.0
1962-01-10 00:00:00-05:00,1.5321495532989502,1.539026259337929,1.5321495532989502,1.5321495532989502,313800,0.0,0.0
1962-01-11 00:00:00-05:00,1.5362764084275968,1.5486547946929932,1.5362764084275968,1.5486547946929932,337335,0.0,0.0
1962-01-12 00:00:00-05:00,1.551404595375061,1.5624073247287185,1.551404595375061,1.551404595375061,462855,0.0,0.0
1962-01-15 00:00:00-05:00,1.5569062156955094,1.5617201166933072,1.5569062156955094,1.558281660079956,266730,0.0,0.0
1962-01-16 00:00:00-05:00,1.5569058706230137,1.5569058706230137,1.5417770147323608,1.5417770147323608,266730,0.0,0.0
1962-01-17 00:00:00-05:00,1.5349004315304557,1.5349004315304557,1.5128946621781045,1.517020583152771,439320,0.0,0.0
1962-01-18 00:00:00-05:00,1.5211470127105713,1.5362758717986822,1.5211470127105713,1.5211470127105713,392250,0.0,0.0
1962-01-19 00:00:00-05:00,1.521146615233039,1.5252725356717676,1.5046422131887491,1.5225218534469604,423630,0.0,0.0
1962-01-22 00:00:00-05:00,1.5225215423347298,1.5376506001751424,1.5183955198406307,1.519770860671997,290265,0.0,0.0
1962-01-23 00:00:00-05:00,1.5190841202787493,1.5211471326490855,1.5018920418303965,1.5046427249908447,392250,0.0,0.0
1962-01-24 00:00:00-05:00,1.504642851298172,1.512895107269287,1.4970784719719472,1.512895107269287,431475,0.0,0.0
